case_type,pending_days,evidence_pages,witness_count,priority_level,judge_load,delay_risk
Property,1438,3008,23,Low,23,0
Corporate,863,3816,32,Critical,17,0
Tax,1061,1616,12,Critical,110,0
Corporate,2102,3382,20,Critical,78,0
Criminal,479,2370,47,High,17,0
Property,2845,1799,45,Medium,20,0
Corporate,2832,4008,12,Low,38,0
Corporate,2022,2468,8,Low,64,0
Civil,1514,2890,22,High,94,0
Corporate,2275,2930,27,Critical,48,0
Civil,1772,4633,41,Low,22,0
Property,2000,4280,41,Medium,73,0
Tax,2514,2092,17,Low,58,0
Tax,1580,3827,32,Critical,28,0
Property,719,4244,33,Low,76,0
Property,2020,2884,31,Critical,107,0
Family,1431,3638,6,Medium,111,0
Property,616,1037,39,High,92,0
Corporate,2181,4710,9,Critical,105,0
Tax,1859,1352,42,Critical,109,0
Criminal,2015,2503,32,Low,112,0
Tax,656,201,36,High,61,0
Civil,2061,4859,16,Critical,87,0
Tax,2535,1858,12,Low,80,0
Family,393,2471,41,Medium,29,0
Property,2212,1972,3,High,105,0
Property,403,4720,27,Low,119,0
Tax,2116,282,27,High,63,0
Criminal,2017,680,9,Critical,104,0
Criminal,2896,1335,17,Low,95,0
Family,2124,2939,46,Medium,14,0
Civil,2113,4937,5,Medium,104,0
Tax,2172,2214,26,Low,88,0
Property,1414,2092,21,Low,117,0
Tax,1578,2039,1,High,71,0
Family,1199,2760,1,Low,26,0
Corporate,1970,835,35,High,62,0
Corporate,397,4797,9,Critical,46,0
Family,94,3438,23,Low,28,0
Property,783,4117,38,Critical,19,0
Family,1573,3737,41,Medium,53,0
Property,2065,4754,4,High,107,0
Criminal,2893,3649,19,High,58,0
Family,1906,2773,37,Medium,98,0
Property,1608,3387,5,Critical,46,0
Family,785,4705,28,High,67,0
Family,2258,221,46,Medium,101,0
Property,1554,1024,42,Medium,24,0
Property,626,1332,48,Medium,29,0
Civil,2864,2045,23,Low,64,0
Family,2704,3153,38,Critical,22,0
Corporate,1864,3593,23,Medium,29,0
Family,2693,4241,46,Critical,52,0
Family,1425,3691,18,High,104,0
Property,1616,4961,29,Low,91,0
Family,141,1816,28,Medium,50,0
Tax,482,4294,9,Medium,57,0
Family,2833,1624,39,Medium,65,0
Tax,2661,1922,10,High,101,0
Corporate,2216,4019,2,Low,77,0
Property,1901,4608,13,Critical,97,0
Family,2308,3524,38,Critical,53,0
Tax,1292,2639,27,Critical,118,0
Tax,282,2369,41,Critical,82,0
Tax,2034,4384,20,Critical,56,0
Criminal,1489,4739,40,Critical,59,0
Civil,1972,2692,10,Critical,41,0
Corporate,2638,838,16,Low,105,0
Family,1356,2697,15,Low,63,0
Criminal,2149,567,13,High,48,0
Family,1887,4452,38,Medium,94,0
Family,2299,378,20,Low,67,0
Property,1130,3381,24,Medium,117,0
Property,91,1944,41,High,115,0
Property,1524,4931,7,Low,70,0
Criminal,1210,4475,23,High,112,0
Family,835,4462,24,Low,119,0
Civil,2202,4667,29,Low,100,0
Corporate,2818,2721,5,Critical,109,0
Property,1905,1950,43,Medium,81,0
Property,2238,441,45,High,92,0
Family,570,355,35,Critical,102,0
Family,655,1546,1,Low,28,0
Criminal,1644,76,36,Low,78,0
Criminal,135,3970,18,High,31,0
Property,1184,3167,6,Medium,44,0
Family,1738,3557,23,High,19,0
Civil,2853,741,10,Low,24,0
Corporate,1938,4097,7,Critical,11,0
Family,2079,405,44,High,115,0
Family,2310,2837,8,Critical,31,0
Tax,398,2907,13,Medium,108,0
Criminal,1304,2739,30,Medium,112,0
Corporate,975,279,18,Critical,92,0
Property,2257,4508,14,Medium,21,0
Family,322,619,11,Critical,107,0
Property,613,3275,42,Critical,71,0
Family,2872,1059,38,Critical,54,0
Property,2252,4068,13,Medium,67,0
Corporate,2200,775,42,Critical,29,0
Criminal,2304,3597,44,Medium,60,0
Corporate,2521,3177,33,Critical,16,0
Tax,2505,2778,13,Critical,33,0
Civil,794,496,25,Medium,76,0
Criminal,2709,1619,24,Critical,79,0
Corporate,2142,2379,29,Critical,106,0
Tax,1334,1281,36,Medium,62,0
Civil,1444,1602,6,Low,43,0
Tax,457,2858,18,High,42,0
Family,2695,4845,28,Medium,102,0
Family,2044,3590,5,Critical,32,0
Property,2889,1518,18,High,67,0
Criminal,136,768,37,High,77,0
Family,688,4831,7,Critical,78,0
Tax,1212,2406,9,Critical,107,0
Criminal,2342,550,35,Low,89,0
Family,1255,4807,12,Critical,49,0
Property,184,2229,46,High,56,0
Corporate,925,4083,40,Critical,52,0
Property,1551,3888,44,High,70,0
Civil,1650,1128,39,Medium,51,0
Family,1022,509,24,Medium,71,0
Civil,2322,24,9,High,76,0
Civil,1353,95,12,Medium,64,0
Tax,1415,2748,36,Low,116,0
Criminal,2463,492,37,High,58,0
Tax,2836,3229,9,High,115,0
Family,2491,1401,39,Critical,58,0
Civil,1331,857,46,Low,87,0
Corporate,2792,622,22,Critical,42,0
Civil,788,1206,17,Low,37,0
Corporate,776,1501,33,Low,66,0
Tax,622,3292,47,Low,50,0
Tax,1578,251,24,High,88,0
Criminal,2916,347,15,Medium,13,0
Civil,45,969,29,Medium,29,0
Property,1022,1906,32,Critical,98,0
Tax,1098,4115,33,Critical,44,0
Tax,1374,2317,29,Medium,62,0
Criminal,2728,1327,15,Medium,48,0
Corporate,2225,217,27,Low,62,0
Criminal,2432,4531,34,Critical,95,0
Civil,732,2799,4,Critical,108,0
Family,642,3356,49,Critical,101,0
Family,134,1358,48,Critical,19,0
Corporate,1527,1711,18,Medium,89,0
Tax,425,235,21,Medium,96,0
Corporate,2683,1669,48,High,92,0
Tax,2040,2882,8,High,74,0
Tax,880,629,6,Medium,10,0
Family,2018,2578,20,Low,62,0
Corporate,471,937,2,Medium,55,0
Criminal,1698,4272,45,Low,35,0
Tax,902,181,22,Critical,107,0
Property,696,4157,21,High,11,0
Property,1081,2831,6,Low,37,0
Criminal,2871,3441,32,Critical,93,0
Property,2552,4235,6,Medium,115,0
Civil,657,1118,13,High,36,0
Tax,1458,2741,1,Medium,37,0
Criminal,2579,2728,22,Critical,40,0
Corporate,377,142,24,Critical,56,0
Tax,1293,2720,41,Medium,16,0
Criminal,1047,3273,30,Critical,81,0
Family,599,3081,22,Critical,105,0
Corporate,2772,3981,44,Low,84,0
Family,2103,808,12,Medium,57,0
Tax,1982,276,26,Medium,35,0
Corporate,2294,4045,4,High,64,0
Property,1381,3674,19,Low,98,0
Criminal,2914,3271,16,Low,16,0
Tax,2851,3609,12,Critical,93,0
Civil,699,4795,33,High,114,0
Corporate,747,627,21,High,66,0
Corporate,2387,4446,36,Low,67,0
Tax,2676,3947,9,High,103,0
Tax,296,2172,39,Low,10,0
Family,1468,566,42,High,91,0
Property,2723,4908,45,Low,81,0
Family,1386,1924,8,Low,38,0
Family,1052,1702,20,Critical,113,0
Property,2067,508,10,Critical,31,0
Civil,2527,1842,32,High,105,0
Family,594,3141,28,Critical,49,0
Family,1300,3794,10,Medium,71,0
Corporate,1089,3092,8,Medium,23,0
Property,1454,3472,47,High,11,0
Criminal,57,669,33,Low,44,0
Civil,249,667,47,Critical,80,0
Civil,435,400,49,High,76,0
Property,1667,2086,13,Medium,88,0
Tax,1828,1883,44,Low,116,0
Tax,2348,2310,35,Critical,107,0
Corporate,1789,4244,29,Low,31,0
Corporate,1704,1219,5,Low,27,0
Property,821,4524,3,Critical,55,0
Corporate,992,4907,37,Critical,91,0
Civil,1339,3010,41,Medium,72,0
Civil,863,1127,6,Medium,107,0
Criminal,346,3467,48,Low,45,0
Tax,1350,241,42,Low,55,0
Property,2415,1459,16,Medium,112,0
Family,1360,637,35,Medium,111,0
Tax,380,2590,18,Low,46,0
Family,540,2775,11,High,27,0
Criminal,2602,2810,23,High,52,0
Criminal,521,3962,47,High,113,0
Corporate,1961,3329,11,Critical,38,0
Criminal,1647,4074,29,Medium,85,0
Criminal,2086,244,42,High,27,0
Family,1550,2261,27,High,104,0
Corporate,1613,4172,9,Medium,24,0
Criminal,2638,3716,35,Critical,68,0
Tax,2517,3370,9,High,113,0
Criminal,1605,3847,18,Critical,103,0
Corporate,2869,1423,44,Critical,109,0
Property,1791,4232,21,Low,37,0
Corporate,2021,429,48,Medium,62,0
Family,1298,1936,36,Low,24,0
Property,2110,3458,1,High,52,0
Tax,1076,4087,27,Low,42,0
Civil,2922,2879,45,Medium,11,0
Corporate,2643,2003,40,Critical,68,0
Family,78,2071,38,Critical,17,0
Tax,491,3721,29,High,42,0
Property,2667,42,40,Medium,44,0
Tax,365,2988,19,Critical,27,0
Corporate,1411,764,24,High,99,0
Criminal,1175,621,44,Medium,30,0
Corporate,388,3055,1,Medium,73,0
Civil,2423,1862,36,Low,37,0
Corporate,222,2694,23,Critical,93,0
Property,1469,4196,13,Medium,54,0
Property,1430,2682,30,Critical,29,0
Corporate,785,502,49,Critical,13,0
Property,1714,4056,37,Medium,45,0
Criminal,2555,2659,11,Critical,107,0
Tax,857,3331,7,Low,118,0
Corporate,919,4148,35,High,86,0
Criminal,682,4395,11,High,104,0
Tax,2485,3845,49,Medium,61,0
Tax,2363,2219,43,Low,48,0
Criminal,1951,1702,47,High,80,0
Family,880,4816,40,Low,90,0
Corporate,140,3628,48,Medium,115,0
Tax,649,1038,21,Low,21,0
Tax,822,4780,47,Medium,64,0
Property,2127,2990,3,High,103,0
Tax,1187,1331,30,High,57,0
Criminal,617,1438,24,High,107,0
Tax,2673,2520,38,High,95,0
Family,2747,2687,3,Critical,94,0
Corporate,1339,1406,37,Low,18,0
Corporate,1987,1164,33,Low,21,0
Tax,2391,2083,22,Low,90,0
Civil,2683,4854,31,Medium,89,0
Civil,326,1566,46,High,78,0
Criminal,1659,2165,12,High,92,0
Civil,598,2183,45,Critical,66,0
Criminal,1217,3032,14,Critical,37,0
Property,861,4464,12,High,26,0
Criminal,639,4347,27,Low,31,0
Civil,45,3202,13,Low,44,0
Tax,1399,3443,24,High,68,0
Property,101,4021,38,Medium,88,0
Civil,299,3579,47,Low,28,0
Criminal,316,1576,48,High,59,0
Family,95,2706,9,High,35,0
Corporate,909,2352,8,Critical,117,0
Civil,97,1676,37,Critical,69,0
Criminal,1246,564,15,High,53,0
Property,1432,411,7,Medium,65,0
Civil,1003,2008,24,High,108,0
Civil,537,4105,49,Low,52,0
Corporate,2914,316,16,Medium,32,0
Criminal,1155,1106,24,Medium,83,0
Family,915,4385,43,Critical,31,0
Property,2871,3281,7,High,56,0
Criminal,2499,4625,43,Critical,64,0
Property,2017,1136,28,Low,20,0
Civil,804,1096,2,Critical,64,0
Corporate,2555,515,34,Low,35,0
Corporate,955,3015,38,High,10,0
Tax,149,113,3,High,109,0
Family,1968,4740,1,Critical,71,0
Corporate,517,4344,31,Critical,30,0
Civil,2155,740,23,Critical,17,0
Family,470,4382,20,Low,29,0
Criminal,491,4396,16,Medium,54,0
Corporate,641,4046,46,Medium,90,0
Family,1347,4075,32,Critical,88,0
Civil,1689,1126,17,Critical,94,0
Tax,946,3952,18,High,74,0
Property,2686,3742,4,Critical,69,0
Property,35,1391,35,High,76,0
Civil,710,442,40,Low,104,0
Civil,2972,2025,36,Low,65,0
Property,2348,4569,23,Low,40,0
Tax,1673,4622,15,Low,94,0
Family,2888,4431,13,Critical,96,0
Property,2636,783,14,Critical,90,0
Civil,128,3388,14,High,31,0
Corporate,555,917,37,Critical,71,0
Criminal,2271,972,5,High,65,0
Tax,1210,2942,22,Low,95,0
Tax,1719,4499,28,High,109,0
Corporate,1168,3217,45,High,81,0
Corporate,425,4218,4,Critical,17,0
Civil,799,919,38,Low,71,0
Property,1856,4043,29,Medium,87,0
Family,1575,4225,37,Critical,111,0
Tax,2957,3661,35,Critical,33,0
Tax,2822,3563,20,Medium,31,0
Corporate,712,3661,35,Low,24,0
Property,1586,4785,35,Medium,93,0
Tax,44,3110,20,High,100,0
Family,2445,4499,2,Medium,37,0
Corporate,2715,781,18,Low,31,0
Family,2930,2427,30,Low,40,0
Property,1266,905,42,Medium,82,0
Tax,2777,2663,29,Critical,71,0
Criminal,34,3263,39,Medium,96,0
Tax,2308,1255,22,High,78,0
Property,1938,2953,29,Medium,118,0
Tax,1455,1488,46,Medium,48,0
Tax,1637,29,10,Medium,90,0
Civil,2663,811,20,High,49,0
Tax,198,1682,16,Medium,78,0
Tax,2838,763,6,Critical,64,0
Family,821,2448,17,High,80,0
Criminal,1029,3513,6,Critical,73,0
Family,181,4566,22,High,17,0
Family,2301,1136,18,Low,80,0
Corporate,533,2461,32,Low,95,0
Civil,1603,1374,28,High,53,0
Family,2121,2500,42,High,47,0
Property,2774,3021,10,High,30,0
Property,533,1206,41,Low,13,0
Tax,872,4107,22,High,41,0
Corporate,380,2851,28,Low,64,0
Civil,2100,3681,15,Low,102,0
Civil,1689,1768,43,High,69,0
Tax,627,2883,29,High,68,0
Property,1096,1134,7,High,103,0
Criminal,2543,3284,34,Low,76,0
Corporate,69,3110,32,Medium,14,0
Tax,2380,1083,2,High,92,0
Corporate,204,3768,26,Medium,81,0
Property,1028,4565,45,Medium,46,0
Property,1514,2752,11,Medium,104,0
Criminal,2698,1892,25,Critical,36,0
Criminal,1246,4740,19,Medium,22,0
Civil,2321,1989,20,Medium,115,0
Corporate,865,904,33,Low,15,0
Corporate,2357,3983,17,Critical,74,0
Property,1089,3698,30,Low,39,0
Civil,2634,338,18,Low,84,0
Tax,927,3836,32,Medium,61,0
Corporate,1593,3737,40,Low,50,0
Civil,1076,3215,45,High,104,0
Civil,2796,1394,4,Medium,89,0
Property,961,507,32,High,24,0
Civil,2168,470,19,Medium,14,0
Criminal,2467,372,3,Medium,24,0
Criminal,2627,1960,38,Medium,10,0
Family,1281,2387,28,Critical,24,0
Property,1255,3256,38,Medium,109,0
Tax,1403,267,6,High,69,0
Family,1091,3523,40,Medium,57,0
Criminal,2810,587,17,Medium,63,0
Family,529,703,42,Low,112,0
Property,1752,663,5,Medium,64,0
Property,2948,498,19,Medium,81,0
Civil,2594,2780,43,Medium,95,0
Corporate,2145,4483,42,Medium,36,0
Civil,1793,4472,35,Medium,107,0
Property,2200,1388,22,Medium,39,0
Criminal,1738,2246,24,Critical,85,0
Tax,365,3516,10,High,69,0
Criminal,1206,3632,2,Critical,75,0
Civil,808,4027,28,High,55,0
Tax,1215,1862,41,Critical,61,0
Property,1963,3397,37,Medium,111,0
Criminal,1496,2434,17,Critical,95,0
Property,2500,1079,6,High,90,0
Tax,1591,1664,43,Low,44,0
Tax,968,4943,5,Low,51,0
Criminal,833,1831,39,Medium,65,0
Property,1965,2213,7,Medium,54,0
Family,663,2447,32,High,61,0
Property,1283,187,4,Low,32,0
Tax,1112,4202,21,Medium,38,0
Property,2173,173,42,Critical,38,0
Civil,1315,2564,32,Critical,66,0
Family,383,3888,18,Low,28,0
Corporate,1189,334,33,High,90,0
Civil,1915,742,14,Medium,17,0
Corporate,1848,3651,6,Medium,59,0
Criminal,996,3365,11,Medium,16,0
Corporate,2550,2831,46,Low,20,0
Property,2507,2329,20,Critical,76,0
Corporate,2614,2521,29,High,75,0
Tax,1199,3353,35,Low,92,0
Civil,1577,2043,16,Low,37,0
Civil,2164,369,48,Medium,65,0
Corporate,138,843,7,Critical,37,0
Civil,1398,457,40,High,98,0
Tax,1787,188,36,High,84,0
Civil,1023,3839,44,Medium,49,0
Corporate,1547,3434,44,High,116,0
Family,1386,3321,31,Critical,11,0
Family,851,4138,42,Medium,85,0
Criminal,966,3055,44,Medium,70,0
Civil,2726,4396,43,Critical,114,0
Corporate,220,3610,43,High,111,0
Civil,2026,2789,47,Critical,85,0
Property,962,2320,6,High,34,0
Tax,171,4519,29,High,110,0
Civil,1922,2200,27,High,104,0
Civil,2917,3365,43,Critical,63,0
Family,2245,2685,2,Critical,26,0
Tax,595,251,22,Low,57,0
Corporate,1312,2612,9,Critical,21,0
Civil,1492,4194,11,Medium,70,0
Family,1164,1078,16,Medium,103,0
Criminal,773,2562,45,Medium,11,0
Tax,702,1153,13,Medium,89,0
Family,2941,3666,18,Low,74,0
Family,2916,2395,25,Critical,61,0
Family,560,3900,33,Critical,43,0
Civil,1343,2757,10,High,54,0
Civil,591,2451,30,Critical,10,0
Criminal,1563,1407,49,High,109,0
Property,2252,3323,1,High,61,0
Property,331,1457,33,Medium,76,0
Property,214,3385,49,Low,107,0
Tax,539,4662,15,Low,85,0
Tax,2896,1749,29,Critical,65,0
Criminal,1363,2459,2,High,67,0
Tax,1399,3193,11,Medium,118,0
Property,2233,3927,34,High,100,0
Property,2864,1336,41,Medium,59,0
Family,824,704,19,High,110,0
Tax,2509,2608,2,Critical,34,0
Civil,1553,3563,48,Critical,21,0
Civil,790,3107,20,High,106,0
Family,2224,1695,41,Low,82,0
Family,2558,2133,31,Medium,74,0
Family,464,977,4,Low,65,0
Civil,1572,3563,29,Low,59,0
Property,2068,3114,30,High,96,0
Family,1736,4817,13,Medium,37,0
Criminal,98,2827,15,Medium,12,0
Family,1659,840,20,Critical,47,0
Corporate,1934,907,34,High,73,0
Family,2952,3748,28,High,63,0
Civil,2263,4013,20,High,45,0
Tax,2981,3104,25,Critical,53,0
Family,2759,895,27,Critical,53,0
Tax,2281,4281,30,Medium,78,0
Corporate,583,4016,41,Critical,102,0
Criminal,2090,576,20,High,62,0
Tax,2743,2234,1,High,22,0
Property,1327,728,35,Low,53,0
Family,2128,737,49,Critical,13,0
Corporate,529,3685,43,High,79,0
Corporate,2446,2164,24,High,60,0
Tax,2801,2039,25,Medium,111,0
Criminal,2434,3799,40,Critical,79,0
Civil,2924,310,12,High,20,0
Family,1559,2203,11,Medium,100,0
Corporate,2333,3899,30,Low,63,0
Criminal,1541,2956,13,Low,119,0
Property,308,2434,47,Medium,71,0
Corporate,1112,2315,25,Critical,68,0
Criminal,475,2833,25,High,108,0
Civil,2190,1257,17,Critical,70,0
Civil,865,2137,12,Medium,49,0
Corporate,784,4861,11,High,13,0
Corporate,1875,3063,10,High,36,0
Tax,1622,3107,17,High,25,0
Family,1542,3578,45,Critical,91,0
Criminal,1460,718,16,Critical,16,0
Corporate,2444,2873,20,Medium,20,0
Family,1113,3828,49,Low,81,0
Tax,2406,4639,5,Medium,73,0
Family,2805,1865,41,High,61,0
Corporate,1620,4034,32,Medium,15,0
Civil,1938,3202,27,Low,57,0
Criminal,2797,483,4,Medium,78,0
Criminal,2261,3880,41,Low,15,0
Civil,1052,470,48,Low,111,0
Corporate,2388,1935,7,High,70,0
Criminal,1591,943,46,Low,75,0
Corporate,206,3642,14,Critical,104,0
Tax,876,335,39,Medium,112,0
Corporate,1278,4786,24,Medium,105,0
Family,1630,4813,48,Critical,82,0
Civil,1634,1396,18,Critical,88,0
Corporate,2005,2835,38,High,94,0
Tax,2086,1282,39,Medium,119,0
Property,265,1147,40,Critical,62,0
Civil,739,2945,1,High,37,0
Criminal,2762,1072,17,Medium,118,0
Family,823,4204,26,Medium,100,0
Criminal,2885,2442,22,Critical,14,0
Tax,1964,3488,39,Low,90,0
Tax,1699,4479,18,Low,110,0
Criminal,56,4041,38,Critical,67,0
Civil,2627,4429,28,Low,33,0
Criminal,1256,567,21,Medium,40,0
Corporate,114,4911,38,High,108,0
Criminal,1885,3543,33,High,50,0
Family,2543,1549,30,Critical,114,0
Family,1152,126,42,High,77,0
Property,1243,876,8,Critical,93,0
Family,41,3004,30,Low,116,0
Criminal,1042,4406,39,Medium,90,0
Family,1778,4732,9,Low,55,0
Civil,1906,1270,33,Critical,19,0
Family,2649,1631,43,Medium,46,0
Corporate,1347,1810,29,Medium,30,0
Civil,1413,887,31,Medium,30,0
Property,1708,2789,3,Low,89,0
Corporate,2991,4273,38,Medium,106,0
Criminal,209,347,11,Low,19,0
Criminal,826,3836,5,Low,117,0
Criminal,1497,3168,31,Medium,91,0
Corporate,2054,3401,20,Critical,106,0
Corporate,2518,2394,4,Medium,102,0
Corporate,916,2575,8,Medium,104,0
Civil,2498,4985,42,Low,33,0
Tax,1219,1150,35,Medium,21,0
Civil,1705,4356,13,Critical,29,0
Criminal,1549,2502,49,Medium,79,0
Tax,2545,3119,5,Critical,17,0
Family,2790,2771,40,High,87,0
Criminal,2462,3340,19,High,14,0
Property,2391,1576,18,High,63,0
Civil,800,3563,33,Medium,45,0
Corporate,1308,4528,4,Low,47,0
Civil,988,588,18,Critical,12,0
Corporate,946,1674,46,High,45,0
Tax,2100,3256,24,Critical,31,0
Property,1811,3139,43,Low,17,0
Tax,368,3753,29,Critical,70,0
Property,1546,3249,31,Critical,87,0
Civil,2900,170,28,High,16,0
Corporate,2443,2292,9,Critical,77,0
Tax,1425,4371,45,High,71,0
Property,944,2128,26,Low,28,0
Criminal,1883,1815,49,High,116,0
Criminal,504,2447,47,Critical,56,0
Tax,1476,3534,2,Low,33,0
Corporate,1409,368,6,Medium,89,0
Tax,1513,2098,29,Medium,15,0
Civil,2104,416,26,Low,117,0
Property,2879,2996,28,Low,17,0
Civil,830,2629,7,Critical,34,0
Criminal,2937,1178,34,Medium,105,0
Property,1276,165,45,Low,98,0
Tax,893,2246,10,Medium,83,0
Civil,2767,283,48,Medium,116,0
Family,1201,4319,41,Critical,50,0
Corporate,768,3121,40,Low,67,0
Corporate,1404,2126,47,High,90,0
Family,2492,3100,22,Low,69,0
Criminal,1011,1007,27,Medium,119,0
Property,2506,1367,39,High,12,0
Corporate,2118,1380,22,High,18,0
Family,2982,2858,19,Medium,61,0
Tax,1041,1746,36,High,67,0
Family,2780,2309,9,High,69,0
Criminal,2156,927,19,Low,91,0
Criminal,746,1203,2,Medium,58,0
Civil,1837,2844,28,Critical,103,0
Corporate,2621,1278,39,High,14,0
Civil,1503,218,22,Medium,71,0
Family,2551,1076,6,Low,41,0
Property,1195,2475,47,Low,36,0
Property,2371,3385,7,Low,94,0
Criminal,639,1280,6,High,33,0
Property,2213,3998,33,Critical,47,0
Property,2561,2855,14,Low,76,0
Property,1842,1333,1,Critical,25,0
Family,1365,1922,25,Medium,24,0
Property,2891,3995,6,Low,34,0
Tax,584,597,28,High,81,0
Property,1685,4450,18,Low,114,0
Property,1785,1040,27,High,13,0
Civil,75,3673,49,Medium,41,0
Family,1289,3864,2,Critical,54,0
Criminal,1101,3593,40,Critical,65,0
Civil,2275,2313,21,Critical,44,0
Corporate,2161,630,23,Low,62,0
Family,572,348,2,Low,39,0
Tax,1481,566,16,Medium,112,0
Family,2148,358,4,Critical,58,0
Corporate,2597,3201,34,Medium,103,0
Corporate,2022,3061,5,High,90,0
Corporate,2975,826,49,Low,92,0
Criminal,942,1053,34,Critical,61,0
Property,1098,3293,22,Low,104,0
Family,2370,4007,46,Critical,90,0
Property,841,3353,20,Critical,11,0
Property,1518,2760,39,Low,68,0
Tax,1938,4545,47,Low,46,0
Corporate,1603,4921,13,Medium,38,0
Criminal,896,1716,44,Low,39,0
Tax,2457,3670,34,Low,116,0
Civil,1796,2102,44,Low,31,0
Criminal,2339,2018,6,High,111,0
Property,609,4672,29,High,84,0
Criminal,2434,1705,33,High,106,0
Corporate,1472,4606,1,Medium,28,0
Civil,727,1623,47,Medium,76,0
Corporate,2006,4369,48,Critical,113,0
Civil,2520,4132,7,Medium,95,0
Tax,755,280,22,Low,27,0
Property,315,3816,32,Critical,118,0
Civil,1921,2795,14,Low,103,0
Civil,599,520,24,Critical,74,0
Civil,2917,1035,19,Medium,93,0
Criminal,1994,2353,27,High,14,0
Tax,1543,2074,23,Low,85,0
Criminal,527,3983,45,Critical,20,0
Property,1947,3694,21,High,97,0
Civil,734,4075,44,Low,67,0
Tax,1386,2726,29,Low,27,0
Tax,591,2119,1,High,81,0
Family,2028,2585,31,Medium,102,0
Property,61,3037,27,High,65,0
Tax,72,128,44,Medium,31,0
Civil,1946,3442,36,Critical,65,0
Civil,1404,85,27,Medium,118,0
Tax,1875,3101,15,Critical,75,0
Criminal,588,4317,25,Critical,32,0
Property,2347,2968,48,Critical,25,0
Civil,1466,233,15,Critical,53,0
Tax,972,4442,40,Low,81,0
Civil,1628,1060,19,Critical,77,0
Tax,1400,4638,47,Low,23,0
Property,1958,1007,11,Low,18,0
Tax,1666,3215,41,Critical,84,0
Family,2114,523,33,Medium,111,0
Tax,121,775,41,Medium,117,0
Tax,1873,1361,23,High,25,0
Property,214,2608,12,Low,22,0
Tax,757,1401,2,Low,45,0
Property,1081,3007,43,Medium,53,0
Family,1601,2864,21,Low,109,0
Property,2449,2539,14,Medium,90,0
Civil,861,3746,34,High,23,0
Property,374,1907,15,Critical,102,0
Family,1472,1343,21,Critical,26,0
Corporate,1249,3829,23,Critical,74,0
Tax,2155,3767,21,High,93,0
Property,196,2151,14,Low,106,0
Tax,293,2444,21,High,63,0
Criminal,1525,3404,12,Low,11,0
Civil,1261,2271,42,Low,26,0
Civil,2801,1028,46,Critical,32,0
Criminal,1316,1337,47,Medium,95,0
Criminal,1559,3236,5,Medium,10,0
Property,1838,4654,2,Critical,21,0
Criminal,2589,36,22,Low,22,0
Corporate,1907,4690,6,High,87,0
Tax,1779,1822,44,Critical,83,0
Tax,1939,2643,2,Critical,21,0
Family,2653,149,29,High,66,0
Criminal,2799,1493,36,Low,95,0
Criminal,1365,969,7,Critical,27,0
Corporate,1227,4016,16,Critical,112,0
Civil,2508,1088,33,Low,92,0
Civil,797,4331,33,High,103,0
Tax,2540,1643,14,High,24,0
Tax,130,2915,43,Medium,48,0
Property,1762,2756,12,Medium,87,0
Corporate,1949,2332,43,High,82,0
Family,2321,1966,6,Medium,78,0
Family,1401,636,12,Medium,42,0
Corporate,134,1889,31,Low,57,0
Family,723,320,12,Critical,14,0
Civil,1720,1004,10,Medium,97,0
Family,1340,3711,40,Medium,17,0
Family,1100,4521,27,Low,28,0
Corporate,1096,3446,7,High,61,0
Corporate,847,180,46,Medium,21,0
Family,2298,45,36,Critical,81,0
Criminal,1566,102,33,Medium,17,0
Corporate,2221,192,27,Critical,64,0
Property,919,1018,8,High,111,0
Property,1907,3161,5,Medium,93,0
Civil,1903,2902,8,Critical,102,0
Family,819,4121,40,Critical,114,0
